# rawpaco: FPC RTL/FCL symbol table
# DO NOT EDIT BY HAND. Regenerate with: bash tools/gen_fpc_symbols.sh
# fpc-version: 3.2.2
# generated-from-target: x86_64-linux
# ppu-root: /usr/lib/x86_64-linux-gnu/fpc/3.2.2/units/x86_64-linux
# source-root: /usr/share/fpcsrc/3.2.2
#
# Format (tab separated):
#   U <unit> <strict|loose>   ... start of a unit block
#   G <name> <D|.> <message>  ... unit-level public symbol (D = deprecated)
#   M <name>                  ... other known name (class member, platform-only, ...)
U	system	loose
M	arr1jlbyte
M	arr1jlcharacter
M	arr1jlcharsequence
M	arr1jlclass
M	arr1jlclassloader
M	arr1jlcloneable
M	arr1jlcomparable
M	arr1jldouble
M	arr1jlenum
M	arr1jlerror
M	arr1jlexception
M	arr1jlfloat
M	arr1jlillegalargumentexception
M	arr1jlillegalstateexception
M	arr1jlindexoutofboundsexception
M	arr1jlinteger
M	arr1jliterable
M	arr1jllinkageerror
M	arr1jllong
M	arr1jlmath
M	arr1jlnosuchmethodexception
M	arr1jlnumber
M	arr1jlobject
M	arr1jlpackage
M	arr1jlprocess
M	arr1jlraccessibleobject
M	arr1jlrannotatedelement
M	arr1jlrarray
M	arr1jlrconstructor
M	arr1jlreadable
M	arr1jlrfield
M	arr1jlrgenericdeclaration
M	arr1jlrinvocationtargetexception
M	arr1jlrmember
M	arr1jlrmethod
M	arr1jlrtype
M	arr1jlrtypevariable
M	arr1jlruntime
M	arr1jlruntimeexception
M	arr1jlsecuritymanager
M	arr1jlshort
M	arr1jlstacktraceelement
M	arr1jlstring
M	arr1jlstringbuffer
M	arr1jlstringbuilder
M	arr1jlsystem
M	arr1jlthread
M	arr1jlthreadlocal
M	arr1jlthrowable
M	arr1jlunsupportedoperationexception
M	arr1jmbiginteger
M	arr1jnbuffer
M	arr1jnbytebuffer
M	arr1jnbyteorder
M	arr1jncchannel
M	arr1jnccharactercodingexception
M	arr1jnccharset
M	arr1jnccharsetdecoder
M	arr1jnccharsetencoder
M	arr1jnccodermalfunctionerror
M	arr1jnccoderresult
M	arr1jnccodingerroraction
M	arr1jncharbuffer
M	arr1jncillegalcharsetnameexception
M	arr1jncmalformedinputexception
M	arr1jncscharsetprovider
M	arr1jncunmappablecharacterexception
M	arr1jncunsupportedcharsetexception
M	arr1jndoublebuffer
M	arr1jnfloatbuffer
M	arr1jnintbuffer
M	arr1jnlongbuffer
M	arr1jnshortbuffer
M	arr1jnurl
M	arr1jsprotectiondomain
M	arr1jtcollationkey
M	arr1jtcollator
M	arr1juabstractcollection
M	arr1juabstractmap
M	arr1juabstractset
M	arr1juarrays
M	arr1jubitset
M	arr1jucalendar
M	arr1jucollection
M	arr1jucomparator
M	arr1judate
M	arr1juenumset
M	arr1juhashmap
M	arr1juiterator
M	arr1julist
M	arr1julocale
M	arr1jumap
M	arr1juproperties
M	arr1jurandom
M	arr1juset
M	arr1jusortedmap
M	arr1jutimezone
M	arr1juweakhashmap
M	arr2jiconsole
M	arr2jifile
M	arr2jiinputstream
M	arr2jiioexception
M	arr2jioutputstream
M	arr2jiprintstream
M	arr2jiprintwriter
M	arr2jiserializable
M	arr2jlaannotation
M	arr2jlabstractstringbuilder
M	arr2jlappendable
M	arr2jlassertionerror
M	arr2jlboolean
M	arr2jlbyte
M	arr2jlcharacter
M	arr2jlcharsequence
M	arr2jlclass
M	arr2jlclassloader
M	arr2jlcloneable
M	arr2jlcomparable
M	arr2jldouble
M	arr2jlenum
M	arr2jlerror
M	arr2jlexception
M	arr2jlfloat
M	arr2jlillegalargumentexception
M	arr2jlillegalstateexception
M	arr2jlindexoutofboundsexception
M	arr2jlinteger
M	arr2jliterable
M	arr2jllinkageerror
M	arr2jllong
M	arr2jlmath
M	arr2jlnosuchmethodexception
M	arr2jlnumber
M	arr2jlobject
M	arr2jlpackage
M	arr2jlprocess
M	arr2jlraccessibleobject
M	arr2jlrannotatedelement
M	arr2jlrarray
M	arr2jlrconstructor
M	arr2jlreadable
M	arr2jlrfield
M	arr2jlrgenericdeclaration
M	arr2jlrinvocationtargetexception
M	arr2jlrmember
M	arr2jlrmethod
M	arr2jlrtype
M	arr2jlrtypevariable
M	arr2jlruntime
M	arr2jlruntimeexception
M	arr2jlsecuritymanager
M	arr2jlshort
M	arr2jlstacktraceelement
M	arr2jlstring
M	arr2jlstringbuffer
M	arr2jlstringbuilder
M	arr2jlsystem
M	arr2jlthread
M	arr2jlthreadlocal
M	arr2jlthrowable
M	arr2jlunsupportedoperationexception
M	arr2jmbiginteger
M	arr2jnbuffer
M	arr2jnbytebuffer
M	arr2jnbyteorder
M	arr2jncchannel
M	arr2jnccharactercodingexception
M	arr2jnccharset
M	arr2jnccharsetdecoder
M	arr2jnccharsetencoder
M	arr2jnccodermalfunctionerror
M	arr2jnccoderresult
M	arr2jnccodingerroraction
M	arr2jncharbuffer
M	arr2jncillegalcharsetnameexception
M	arr2jncmalformedinputexception
M	arr2jncscharsetprovider
M	arr2jncunmappablecharacterexception
M	arr2jncunsupportedcharsetexception
M	arr2jndoublebuffer
M	arr2jnfloatbuffer
M	arr2jnintbuffer
M	arr2jnlongbuffer
M	arr2jnshortbuffer
M	arr2jnurl
M	arr2jsprotectiondomain
M	arr2jtcollationkey
M	arr2jtcollator
M	arr2juabstractcollection
M	arr2juabstractmap
M	arr2juabstractset
M	arr2juarrays
M	arr2jubitset
M	arr2jucalendar
M	arr2jucollection
M	arr2jucomparator
M	arr2judate
M	arr2juenumset
M	arr2juhashmap
M	arr2juiterator
M	arr2julist
M	arr2julocale
M	arr2jumap
M	arr2juproperties
M	arr2jurandom
M	arr2juset
M	arr2jusortedmap
M	arr2jutimezone
M	arr2juweakhashmap
M	arr3jiconsole
M	arr3jifile
M	arr3jiinputstream
M	arr3jiioexception
M	arr3jioutputstream
M	arr3jiprintstream
M	arr3jiprintwriter
M	arr3jiserializable
M	arr3jlaannotation
M	arr3jlabstractstringbuilder
M	arr3jlappendable
M	arr3jlassertionerror
M	arr3jlboolean
M	arr3jlbyte
M	arr3jlcharacter
M	arr3jlcharsequence
M	arr3jlclass
M	arr3jlclassloader
M	arr3jlcloneable
M	arr3jlcomparable
M	arr3jldouble
M	arr3jlenum
M	arr3jlerror
M	arr3jlexception
M	arr3jlfloat
M	arr3jlillegalargumentexception
M	arr3jlillegalstateexception
M	arr3jlindexoutofboundsexception
M	arr3jlinteger
M	arr3jliterable
M	arr3jllinkageerror
M	arr3jllong
M	arr3jlmath
M	arr3jlnosuchmethodexception
M	arr3jlnumber
M	arr3jlobject
M	arr3jlpackage
M	arr3jlprocess
M	arr3jlraccessibleobject
M	arr3jlrannotatedelement
M	arr3jlrarray
M	arr3jlrconstructor
M	arr3jlreadable
M	arr3jlrfield
M	arr3jlrgenericdeclaration
M	arr3jlrinvocationtargetexception
M	arr3jlrmember
M	arr3jlrmethod
M	arr3jlrtype
M	arr3jlrtypevariable
M	arr3jlruntime
M	arr3jlruntimeexception
M	arr3jlsecuritymanager
M	arr3jlshort
M	arr3jlstacktraceelement
M	arr3jlstring
M	arr3jlstringbuffer
M	arr3jlstringbuilder
M	arr3jlsystem
M	arr3jlthread
M	arr3jlthreadlocal
M	arr3jlthrowable
M	arr3jlunsupportedoperationexception
M	arr3jmbiginteger
M	arr3jnbuffer
M	arr3jnbytebuffer
M	arr3jnbyteorder
M	arr3jncchannel
M	arr3jnccharactercodingexception
M	arr3jnccharset
M	arr3jnccharsetdecoder
M	arr3jnccharsetencoder
M	arr3jnccodermalfunctionerror
M	arr3jnccoderresult
M	arr3jnccodingerroraction
M	arr3jncharbuffer
M	arr3jncillegalcharsetnameexception
M	arr3jncmalformedinputexception
M	arr3jncscharsetprovider
M	arr3jncunmappablecharacterexception
M	arr3jncunsupportedcharsetexception
M	arr3jndoublebuffer
M	arr3jnfloatbuffer
M	arr3jnintbuffer
M	arr3jnlongbuffer
M	arr3jnshortbuffer
M	arr3jnurl
M	arr3jsprotectiondomain
M	arr3jtcollationkey
M	arr3jtcollator
M	arr3juabstractcollection
M	arr3juabstractmap
M	arr3juabstractset
M	arr3juarrays
M	arr3jubitset
M	arr3jucalendar
M	arr3jucollection
M	arr3jucomparator
M	arr3judate
M	arr3juenumset
M	arr3juhashmap
M	arr3juiterator
M	arr3julist
M	arr3julocale
M	arr3jumap
M	arr3juproperties
M	arr3jurandom
M	arr3juset
M	arr3jusortedmap
M	arr3jutimezone
M	arr3juweakhashmap
M	array
M	arraystringtoppchar
M	arrdim
M	arrtyp
M	assign
M	avalue
M	b
M	beton
M	big
M	binstr
M	blockread
M	blockwrite
M	boolean
M	boolean16
M	bsfbyte
M	bsfdword
M	bsfqword
M	bsfword
M	bsrbyte
M	bsrdword
M	bsrqword
M	bsrword
M	buf
M	byte
M	bytebool
M	bytecardinal
M	c
M	cardinal
M	ch
M	char
M	charat
M	charlengthpcharproc
M	chdir
M	chr
M	class
M	classcreate
M	clone
M	close
M	cnt
M	code
M	codepage
M	codepointer
M	codepointlengthproc
M	collator
M	comparestransistringproc
M	comparetextansistringproc
M	comparetextunicodestringproc
M	comparetextwidestringproc
M	compareunicodestringproc
M	comparewidestringproc
M	compilerproc
M	const
M	constref
M	constructor
M	contains
M	containsall
M	context
M	convert
M	copyfromansichararray
M	count
M	cp
M	create
M	createempty
M	createfromliteralstringbytes
M	curlen
M	currency
M	current
M	d
M	data
M	decoder
M	deepcopy
M	delete
M	dest
M	destroy
M	destructor
M	destructorcalled
M	dir
M	dist
M	div
M	docopy
M	double
M	drivenr
M	dst
M	dump_stack
M	dumpexceptionbacktrace
M	dword
M	effffff
M	elem
M	elementsize
M	eletype
M	encoder
M	end
M	ending
M	eof
M	eoln
M	erase
M	errno
M	errnum
M	error
M	errornr
M	errorproc
M	extended
M	external
M	f
M	farpointer
M	farrdim
M	farrtyp
M	fclonemethod
M	fcodepage
M	fdata
M	felementsize
M	file
M	filepos
M	filesize
M	fillchar
M	finalize
M	finitval
M	finstancetoclone
M	flush
M	fp
M	fpc_copy_jbitset_array
M	fpc_copy_jenumset_array
M	fpc_copy_jprocvar_array
M	fpc_copy_jrecord_array
M	fpc_copy_jshortstring_array
M	fpc_copy_shallow_array
M	fpc_dynarray_copy
M	fpc_emptyansichar
M	fpc_emptywidechar
M	fpc_in_abs_long
M	fpc_in_bsf_x
M	fpc_in_bsr_x
M	fpc_in_chr_byte
M	fpc_in_const_abs
M	fpc_in_const_odd
M	fpc_in_const_sqr
M	fpc_in_const_swap_long
M	fpc_in_const_swap_qword
M	fpc_in_const_swap_word
M	fpc_in_hi_long
M	fpc_in_hi_qword
M	fpc_in_hi_word
M	fpc_in_lo_long
M	fpc_in_lo_qword
M	fpc_in_lo_word
M	fpc_in_popcnt_x
M	fpc_in_reset_typedfile
M	fpc_in_rewrite_typedfile
M	fpc_in_rol_x
M	fpc_in_rol_x_x
M	fpc_in_ror_x
M	fpc_in_ror_x_x
M	fpc_in_sar_x
M	fpc_in_sar_x_y
M	fpc_in_settextbuf_file_x
M	fpc_sarint64
M	fpc_setlength_dynarr_generic
M	fpc_setlength_dynarr_jrecord
M	fpc_setlength_dynarr_jshortstring
M	fpc_setlength_dynarr_multidim
M	fpc_setstring_ansistr_pansichar
M	fpc_setstring_ansistr_pwidechar
M	fpc_setstring_shortstrsetstring
M	fpc_tcon_ansichar_array_from_string
M	fpc_tcon_byte_array_from_string
M	fpc_tcon_cardinal_array_from_string
M	fpc_tcon_int64_array_from_string
M	fpc_tcon_longint_array_from_string
M	fpc_tcon_qword_array_from_string
M	fpc_tcon_shortint_array_from_string
M	fpc_tcon_smallint_array_from_string
M	fpc_tcon_word_array_from_string
M	fpcbasenestedprocvartype
M	fpcbaseprocvartype
M	fpcbaserecordtype
M	fpcbitset
M	fpcbooleanthreadvar
M	fpcbytethreadvar
M	fpccharthreadvar
M	fpcdeepcopy
M	fpcdoublethreadvar
M	fpcfloatthreadvar
M	fpcimplicitptrthreadvar
M	fpcintthreadvar
M	fpcjdynarrtypebitset
M	fpcjdynarrtypeboolean
M	fpcjdynarrtypeenumset
M	fpcjdynarrtypejbyte
M	fpcjdynarrtypejchar
M	fpcjdynarrtypejdouble
M	fpcjdynarrtypejfloat
M	fpcjdynarrtypejint
M	fpcjdynarrtypejlong
M	fpcjdynarrtypejobject
M	fpcjdynarrtypejshort
M	fpcjdynarrtypeprocvar
M	fpcjdynarrtyperecord
M	fpcjdynarrtypeshortstring
M	fpclongthreadvar
M	fpcnormalarraythreadvar
M	fpcpointerthreadvar
M	fpcruntimeerror
M	fpcshortthreadvar
M	frame
M	free
M	function
M	generic
M	get_frame
M	get_pc_addr
M	getclassprocargs
M	getcurrent
M	getdir
M	getenumerator
M	getforcodepage
M	getnestedargs
M	getprocessid
M	getreadwritereference
M	gettextcodepage
M	getthreadid
M	halt
M	hexstr
M	hi
M	hugepointer
M	i
M	includecombiningdiacriticalmarks
M	index
M	indexbyte
M	indexchar
M	indexword
M	init
M	initialvalue
M	initinstancetoclone
M	initval
M	inline
M	insert
M	inst
M	int32
M	int64
M	interface
M	internchars
M	internconst
M	internproc
M	invokebooleanfunc
M	invokebytefunc
M	invokecharfunc
M	invokedoublefunc
M	invokeintfunc
M	invokelongfunc
M	invokeobjectfunc
M	invokeproc
M	invokeshortfunc
M	invokesinglefunc
M	jboolean
M	jbyte
M	jchar
M	jdouble
M	jfloat
M	jiconsole
M	jifile
M	jiinputstream
M	jiioexception
M	jint
M	jioutputstream
M	jiprintstream
M	jiprintwriter
M	jiserializable
M	jlaannotation
M	jlabstractstringbuilder
M	jlappendable
M	jlassertionerror
M	jlboolean
M	jlbyte
M	jlcharacter
M	jlcharsequence
M	jlclass
M	jlclassloader
M	jlcloneable
M	jlcomparable
M	jldouble
M	jlenum
M	jlerror
M	jlexception
M	jlfloat
M	jlillegalargumentexception
M	jlillegalstateexception
M	jlindexoutofboundsexception
M	jlinteger
M	jliterable
M	jllinkageerror
M	jllong
M	jlmath
M	jlnosuchmethodexception
M	jlnumber
M	jlobject
M	jlong
M	jlpackage
M	jlprocess
M	jlraccessibleobject
M	jlrannotatedelement
M	jlrarray
M	jlrconstructor
M	jlreadable
M	jlrfield
M	jlrgenericdeclaration
M	jlrinvocationtargetexception
M	jlrmember
M	jlrmethod
M	jlrtype
M	jlrtypevariable
M	jlruntime
M	jlruntimeexception
M	jlsecuritymanager
M	jlshort
M	jlstacktraceelement
M	jlstring
M	jlstringbuffer
M	jlstringbuilder
M	jlsystem
M	jlthread
M	jlthreadlocal
M	jlthrowable
M	jlunsupportedoperationexception
M	jmbiginteger
M	jnbuffer
M	jnbytebuffer
M	jnbyteorder
M	jncchannel
M	jnccharactercodingexception
M	jnccharset
M	jnccharsetdecoder
M	jnccharsetencoder
M	jnccodermalfunctionerror
M	jnccoderresult
M	jnccodingerroraction
M	jncharbuffer
M	jncillegalcharsetnameexception
M	jncmalformedinputexception
M	jncscharsetprovider
M	jncunmappablecharacterexception
M	jncunsupportedcharsetexception
M	jndoublebuffer
M	jnfloatbuffer
M	jnintbuffer
M	jnlongbuffer
M	jnshortbuffer
M	jnurl
M	jshort
M	jsprotectiondomain
M	jtcollationkey
M	jtcollator
M	juabstractcollection
M	juabstractmap
M	juabstractset
M	juarrays
M	jubitset
M	jucalendar
M	jucollection
M	jucomparator
M	judate
M	juenumset
M	juhashmap
M	juiterator
M	julist
M	julocale
M	jumap
M	juproperties
M	jurandom
M	juset
M	jusortedmap
M	jutimezone
M	juweakhashmap
M	l
M	len
M	length
M	leton
M	little
M	lo
M	longint
M	longword
M	loweransistringproc
M	lowercase
M	lowerunicodestringproc
M	lowerwidestringproc
M	maxlen
M	maxlongint
M	maxlookahead
M	maxsmallint
M	meth
M	method
M	methodname
M	mkdir
M	movenext
M	name
M	ndim
M	nearpointer
M	nestedfpstruct
M	newempty
M	nil
M	ntobe
M	ntole
M	objpas
M	octstr
M	odd
M	of
M	offset
M	out
M	overload
M	override
M	p
M	pansichar
M	pansistring
M	param
M	paramcount
M	pboolean
M	pchar
M	pcurrency
M	pdouble
M	pextended
M	pint64
M	plongint
M	pointer
M	popcnt
M	pos
M	ppchar
M	ppointer
M	pqword
M	private
M	proc
M	procedure
M	property
M	protected
M	pshortint
M	pshortstring
M	psingle
M	psmallint
M	ptrint
M	ptruint
M	public
M	punicodechar
M	pwidechar
M	q
M	qword
M	random
M	randomize
M	range
M	rawbytestring
M	reaccessviolation
M	read
M	reassertionfailed
M	recodesetconversion
M	recontrolbreak
M	record
M	redivbyzero
M	reexternalexception
M	reintfcasterror
M	reintoverflow
M	reinvalidcast
M	reinvalidop
M	reinvalidptr
M	remove
M	removeall
M	rename
M	renodynlibssupport
M	renone
M	reoutofmemory
M	reoverflow
M	reprivinstruction
M	requit
M	rerangeerror
M	resafecallerror
M	reserveentries
M	reset
M	restackoverflow
M	result
M	retainall
M	rethreaderror
M	reunderflow
M	revararraybounds
M	revararraycreate
M	revardispatch
M	revarinvalidop
M	revarnotarray
M	revartypecast
M	rewrite
M	rezerodivide
M	rmdir
M	rolbyte
M	roldword
M	rolqword
M	rolword
M	rorbyte
M	rordword
M	rorqword
M	rorword
M	rtlproc
M	runerror
M	runtimeerror
M	runtimeerrorexitcodes
M	s
M	s1
M	s2
M	sarint64
M	sarlongint
M	sarshortint
M	sarsmallint
M	sealed
M	seek
M	seekeof
M	seekeoln
M	setchar
M	setcodepage
M	setfpcbaseprocvartypebysignature
M	setfunction
M	setmultibyteconversioncodepage
M	setmultibytefilesystemcodepage
M	setmultibytertlfilesystemcodepage
M	setstring
M	settextbuf
M	settextcodepage
M	settextlineending
M	shift
M	shortcomparetext
M	shortint
M	shortstring
M	shortstringclass
M	size
M	sizeint
M	sizeof
M	sizeuint
M	smallint
M	source
M	space
M	specialize
M	sqr
M	src
M	srccopylen
M	srcstart
M	start
M	startindex
M	static
M	stop
M	str
M	strcompansistringproc
M	stricompansistringproc
M	strict
M	string
M	stringcodepage
M	stringelementsize
M	stringofchar
M	stringrefcount
M	stringtoppchar
M	strlcompansistringproc
M	strlicompansistringproc
M	strloweransistringproc
M	strupperansistringproc
M	substr
M	swap
M	swapendian
M	symdif
M	sysflushstdio
M	sysinitfpu
M	sysinitstdio
M	sysresetfpu
M	t
M	tansichararray
M	tcharsetdecoderthreadvar
M	tcharsetencoderthreadvar
M	tclass
M	tcollatorthreadvar
M	terrorproc
M	text
M	tjbitsetarray
M	tjbooleanarray
M	tjbytearray
M	tjchararray
M	tjclass
M	tjdoublearray
M	tjenumsetarray
M	tjfloatarray
M	tjintarray
M	tjlobjectdynarray
M	tjlongarray
M	tjobjectarray
M	tjprocvararray
M	tjrecordarray
M	tjshortarray
M	tjstringarray
M	tkarray
M	tkastring
M	tkbool
M	tkchar
M	tkclass
M	tkclassref
M	tkdynarray
M	tkenumeration
M	tkfile
M	tkfloat
M	tkhelper
M	tkint64
M	tkinteger
M	tkinterface
M	tkinterfaceraw
M	tklstring
M	tkmethod
M	tkobject
M	tkpointer
M	tkprocvar
M	tkqword
M	tkrecord
M	tkset
M	tksstring
M	tkuchar
M	tkunknown
M	tkustring
M	tkvariant
M	tkwchar
M	tkwstring
M	tmethod
M	toansistring
M	tobject
M	toshortstring
M	tostring
M	tounicodestring
M	tprocedure
M	true
M	truncate
M	truntimeerror
M	tshortstringarray
M	tsystemcodepage
M	tthreadid
M	ttypekind
M	tunicodestringmanager
M	tvarrec
M	type
M	typedfile
M	u
M	uint32
M	unicode2ansimoveproc
M	unicodechar
M	unicodestring
M	uniquestring
M	unit
M	unitname
M	unsigned
M	upcase
M	upperansistringproc
M	upperunicodestringproc
M	upperwidestringproc
M	utf8codepointlen
M	val
M	value
M	vansistring
M	var
M	vboolean
M	vchar
M	vclass
M	vcurrency
M	vdouble
M	vextended
M	vint64
M	vinteger
M	vinterface
M	virtual
M	vobject
M	vpchar
M	vpointer
M	vpwidechar
M	vqword
M	vstring
M	vtansistring
M	vtboolean
M	vtchar
M	vtclass
M	vtcurrency
M	vtextended
M	vtint64
M	vtinteger
M	vtinterface
M	vtobject
M	vtpchar
M	vtpointer
M	vtpwidechar
M	vtqword
M	vtstring
M	vtunicodestring
M	vtvariant
M	vtwidechar
M	vtwidestring
M	vtype
M	vunicodestring
M	vwidechar
M	vwidestring
M	w
M	wide2ansimoveproc
M	widechar
M	widestring
M	word
M	wordbool
M	x
U	sysutils	strict
G	AbandonSignalHandler	.	
G	Abort	.	
G	AddDisk	.	
G	AddTerminateProc	.	
G	AdjustLineBreaks	.	
G	AnsiCompareFileName	.	
G	AnsiCompareStr	.	
G	AnsiCompareText	.	
G	AnsiDequotedStr	.	
G	AnsiExtractQuotedStr	.	
G	AnsiLastChar	.	
G	AnsiLowerCase	.	
G	AnsiLowerCaseFileName	.	
G	AnsiPos	.	
G	AnsiQuotedStr	.	
G	AnsiSameStr	.	
G	AnsiSameText	.	
G	AnsiStrComp	.	
G	AnsiStrIComp	.	
G	AnsiStrLComp	.	
G	AnsiStrLIComp	.	
G	AnsiStrLastChar	.	
G	AnsiStrLower	.	
G	AnsiStrPos	.	
G	AnsiStrRScan	.	
G	AnsiStrScan	.	
G	AnsiStrUpper	.	
G	AnsiUpperCase	.	
G	AnsiUpperCaseFileName	.	
G	AppendStr	.	
G	ApplicationName	.	
G	AssignStr	.	
G	BCDToInt	.	
G	Beep	.	
G	BoolToStr	.	
G	ByteLength	.	
G	ByteToCharIndex	.	
G	ByteToCharLen	.	
G	ByteType	.	
G	BytesOf	.	
G	CPUEndian	.	
G	CallTerminateProcs	.	
G	ChangeFileExt	.	
G	CharInSet	.	
G	CharToByteLen	.	
G	CheckOSError	.	
G	CodePageNameToCodePage	.	
G	CodePageToCodePageName	.	
G	CompareMem	.	
G	CompareMemRange	.	
G	CompareStr	.	
G	CompareText	.	
G	ComposeDateTime	.	
G	ConcatPaths	.	
G	ConfigExtension	.	
G	CreateDir	.	
G	CreateGUID	.	
G	CurrToStr	.	
G	CurrToStrF	.	
G	CurrencyDecimals	D	
G	CurrencyFormat	D	
G	CurrencyString	D	
G	CurrentYear	.	
G	Date	.	
G	DateDelta	.	
G	DateSeparator	D	
G	DateTimeToFileDate	.	
G	DateTimeToStr	.	
G	DateTimeToString	.	
G	DateTimeToSystemTime	.	
G	DateTimeToTimeStamp	.	
G	DateToStr	.	
G	DayOfWeek	.	
G	DecimalSeparator	D	
G	DecodeDate	.	
G	DecodeDateFully	.	
G	DecodeTime	.	
G	DefaultFormatSettings	.	
G	DeleteFile	.	
G	DirectoryExists	.	
G	DiskFree	.	
G	DiskSize	.	
G	DisposeStr	.	
G	DoDirSeparators	.	
G	DriveDelim	.	
G	EAbort	.	
G	EAbstractError	.	
G	EAccessViolation	.	
G	EArgumentException	.	
G	EArgumentNilException	.	
G	EArgumentOutOfRangeException	.	
G	EAssertionFailed	.	
G	EBusError	.	
G	EControlC	.	
G	EConvertError	.	
G	EDirectoryNotFoundException	.	
G	EDivByZero	.	
G	EEncodingError	.	
G	EExternal	.	
G	EExternalException	.	
G	EFileNotFoundException	.	
G	EFormatError	.	
G	EHeapException	.	
G	EHeapMemoryError	.	
G	EInOutError	.	
G	EIntError	.	
G	EIntOverflow	.	
G	EIntfCastError	.	
G	EInvalidCast	.	
G	EInvalidContainer	.	
G	EInvalidInsert	.	
G	EInvalidOp	.	
G	EInvalidOpException	.	
G	EInvalidPointer	.	
G	EMathError	.	
G	ENoConstructException	.	
G	ENoDynLibsSupport	.	
G	ENoThreadSupport	.	
G	ENoWideStringSupport	.	
G	ENotImplemented	.	
G	ENotSupportedException	.	
G	EOSError	.	
G	EObjectCheck	.	
G	EOutOfMemory	.	
G	EOverflow	.	
G	EPackageError	.	
G	EPathNotFoundException	.	
G	EPathTooLongException	.	
G	EPrivilege	.	
G	EProgrammerNotFound	.	
G	EPropReadOnly	.	
G	EPropWriteOnly	.	
G	ERangeError	.	
G	ESafecallException	.	
G	ESigQuit	.	
G	EStackOverflow	.	
G	EThreadError	.	
G	EUnderflow	.	
G	EVariantError	.	
G	EZeroDivide	.	
G	EmptyStr	.	
G	EmptyWideStr	.	
G	EncodeDate	.	
G	EncodeTime	.	
G	ExceptAddr	.	
G	ExceptClass	.	
G	ExceptFrameCount	.	
G	ExceptFrames	.	
G	ExceptObject	.	
G	Exception	.	
G	ExceptionErrorMessage	.	
G	ExcludeLeadingPathDelimiter	.	
G	ExcludeTrailingBackslash	.	
G	ExcludeTrailingPathDelimiter	.	
G	ExeSearch	.	
G	ExecInheritsHandles	.	
G	ExecuteProcess	.	
G	ExpandFileName	.	
G	ExpandFileNameCase	.	
G	ExpandUNCFileName	.	
G	ExtractFileDir	.	
G	ExtractFileDrive	.	
G	ExtractFileExt	.	
G	ExtractFileName	.	
G	ExtractFilePath	.	
G	ExtractRelativePath	.	
G	ExtractShortPathName	.	
G	FalseBoolStrs	.	
G	FileAge	.	
G	FileClose	.	
G	FileCreate	.	
G	FileDateToDateTime	.	
G	FileExists	.	
G	FileFlush	.	
G	FileGetAttr	.	
G	FileGetDate	.	
G	FileGetSymLinkTarget	.	
G	FileIsReadOnly	.	
G	FileOpen	.	
G	FileRead	.	
G	FileSearch	.	
G	FileSeek	.	
G	FileSetAttr	.	
G	FileSetDate	.	
G	FileTruncate	.	
G	FileWrite	.	
G	FindClose	.	
G	FindCmdLineSwitch	.	
G	FindFirst	.	
G	FindNext	.	
G	FloatToDateTime	.	
G	FloatToDecimal	.	
G	FloatToStr	.	
G	FloatToStrF	.	
G	FloatToText	.	
G	FloatToTextFmt	.	
G	FloattoCurr	.	
G	FmtStr	.	
G	ForceDirectories	.	
G	Format	.	
G	FormatBuf	.	
G	FormatCurr	.	
G	FormatDateTime	.	
G	FormatFloat	.	
G	FormatSettings	.	
G	FreeAndNil	.	
G	FreeMemAndNil	.	
G	GUIDToString	.	
G	GUID_NULL	.	
G	GetAppConfigDir	.	
G	GetAppConfigFile	.	
G	GetCurrentDir	.	
G	GetDirs	.	
G	GetDriveIDFromLetter	.	
G	GetEnvironmentString	.	
G	GetEnvironmentVariable	.	
G	GetEnvironmentVariableCount	.	
G	GetFileAsString	.	
G	GetFileContents	.	
G	GetFileHandle	.	
G	GetLastOSError	.	
G	GetLocalTime	.	
G	GetLocalTimeOffset	.	
G	GetModuleName	.	
G	GetTempDir	.	
G	GetTempFileName	.	
G	GetTickCount	D	Use GetTickCount64 instead
G	GetTickCount64	.	
G	GetUserDir	.	
G	GuidCase	.	
G	HashName	.	
G	HexDisplayPrefix	.	
G	HookSignal	.	
G	HoursPerDay	.	
G	IReadWriteSync	.	
G	IfThen	.	
G	IncAMonth	.	
G	IncMonth	.	
G	IncludeLeadingPathDelimiter	.	
G	IncludeTrailingBackslash	.	
G	IncludeTrailingPathDelimiter	.	
G	InquireSignal	.	
G	Int128Rec	.	
G	Int64Rec	.	
G	IntToHex	.	
G	IntToStr	.	
G	IsDelimiter	.	
G	IsEqualGUID	.	
G	IsLeadChar	.	
G	IsLeapYear	.	
G	IsPathDelimiter	.	
G	IsValidIdent	.	
G	JulianEpoch	.	
G	LastDelimiter	.	
G	LeadBytes	.	
G	LeftStr	.	
G	ListSeparator	D	
G	LoadStr	.	
G	LongDateFormat	D	
G	LongDayNames	D	
G	LongMonthNames	D	
G	LongRec	.	
G	LongTimeFormat	D	
G	LowerCase	.	
G	MAX_PATH	.	
G	MSecsPerDay	.	
G	MSecsPerSec	.	
G	MSecsToTimeStamp	.	
G	MaxCurrency	.	
G	MaxDateTime	.	
G	MinCurrency	.	
G	MinDateTime	.	
G	MinsPerDay	.	
G	MinsPerHour	.	
G	MonthDays	.	
G	NegCurrFormat	D	
G	NewStr	.	
G	Now	.	
G	NullStr	.	
G	OWordRec	.	
G	OnBeep	.	
G	OnCreateGUID	.	
